delivery_time,address_clarity,address_length,contact_valid,payment_method,order_value,area_density,accessibility,weather_condition,traffic_level,delivery_failure
morning,clear,15,1,COD,low,low,easy,rain,high,0
morning,unclear,61,0,prepaid,medium,high,difficult,rain,high,1
evening,unclear,35,0,COD,low,high,easy,normal,high,1
afternoon,unclear,73,1,COD,low,low,easy,extreme,medium,0
afternoon,clear,68,0,prepaid,low,low,difficult,normal,high,1
afternoon,clear,65,0,prepaid,high,low,difficult,rain,high,1
afternoon,unclear,68,1,prepaid,medium,medium,difficult,extreme,high,1
morning,clear,79,0,prepaid,low,medium,easy,rain,medium,0
evening,clear,42,1,prepaid,high,high,easy,normal,medium,0
afternoon,clear,62,0,prepaid,high,low,difficult,rain,medium,1
afternoon,unclear,31,1,prepaid,medium,medium,easy,normal,medium,0
evening,clear,30,1,COD,medium,low,easy,rain,low,1
morning,unclear,79,0,COD,medium,high,difficult,rain,medium,1
evening,unclear,79,0,COD,high,low,difficult,normal,medium,1
afternoon,unclear,13,1,COD,medium,low,easy,rain,low,1
evening,clear,84,1,COD,high,low,difficult,extreme,medium,1
morning,unclear,71,0,prepaid,high,medium,easy,rain,medium,0
morning,unclear,71,0,COD,medium,low,easy,rain,high,0
afternoon,clear,33,1,prepaid,high,medium,difficult,rain,high,1
morning,clear,64,0,prepaid,high,low,difficult,rain,low,0
morning,unclear,18,0,prepaid,low,medium,difficult,extreme,medium,1
morning,clear,12,0,prepaid,low,high,easy,normal,medium,1
morning,unclear,40,0,prepaid,low,medium,easy,normal,medium,0
afternoon,unclear,49,0,COD,low,low,difficult,rain,high,1
morning,clear,45,0,prepaid,medium,low,difficult,normal,high,1
afternoon,clear,33,1,prepaid,low,high,easy,rain,low,0
evening,clear,15,1,prepaid,medium,medium,easy,extreme,low,1
afternoon,unclear,75,1,prepaid,high,high,difficult,normal,low,0
evening,unclear,93,1,prepaid,high,high,easy,rain,high,0
morning,clear,84,1,prepaid,high,high,easy,rain,medium,0
evening,clear,13,1,COD,low,low,difficult,rain,medium,1
morning,clear,88,1,COD,low,low,difficult,rain,medium,0
morning,unclear,15,0,COD,medium,high,easy,rain,high,0
afternoon,unclear,60,0,COD,high,low,easy,extreme,medium,1
afternoon,clear,71,0,COD,high,high,easy,rain,low,0
afternoon,clear,66,0,COD,high,medium,easy,rain,medium,1
evening,clear,75,0,prepaid,high,high,easy,rain,high,1
morning,clear,88,0,prepaid,low,high,difficult,normal,low,1
afternoon,clear,84,0,prepaid,low,low,easy,normal,low,0
evening,clear,17,0,COD,medium,low,easy,rain,medium,0
morning,clear,35,1,prepaid,low,high,easy,normal,medium,0
morning,unclear,60,1,COD,medium,high,difficult,normal,low,0
afternoon,unclear,54,0,COD,low,medium,difficult,extreme,medium,1
morning,clear,53,1,COD,high,medium,difficult,extreme,high,1
morning,unclear,14,1,COD,medium,high,difficult,rain,high,0
morning,clear,79,0,COD,high,high,difficult,normal,high,1
morning,clear,35,0,COD,medium,medium,difficult,normal,low,1
evening,clear,77,0,prepaid,high,medium,easy,rain,medium,0
morning,unclear,28,1,COD,low,low,difficult,rain,low,1
morning,clear,93,0,prepaid,high,medium,easy,rain,high,1
afternoon,clear,29,0,COD,high,high,easy,normal,low,1
evening,clear,21,0,COD,medium,low,difficult,rain,low,0
morning,unclear,56,0,COD,medium,medium,difficult,extreme,low,1
afternoon,clear,10,1,prepaid,medium,high,difficult,rain,medium,0
evening,unclear,99,0,prepaid,low,medium,difficult,normal,medium,1
morning,clear,23,1,prepaid,medium,medium,difficult,rain,medium,0
afternoon,clear,73,1,COD,high,medium,easy,normal,low,1
evening,unclear,47,1,prepaid,medium,medium,difficult,rain,medium,1
evening,clear,46,1,COD,low,medium,easy,normal,medium,0
evening,unclear,20,1,prepaid,high,high,difficult,rain,high,1
afternoon,clear,86,1,COD,high,low,easy,rain,high,0
evening,clear,12,1,COD,high,low,easy,normal,low,0
evening,unclear,42,1,COD,high,high,difficult,normal,medium,1
afternoon,unclear,15,1,prepaid,high,high,easy,extreme,high,0
afternoon,clear,59,1,COD,high,medium,difficult,normal,low,0
morning,clear,19,0,prepaid,high,medium,difficult,extreme,medium,1
afternoon,clear,14,0,COD,medium,high,easy,rain,high,0
morning,clear,32,0,COD,low,medium,difficult,rain,high,0
morning,clear,19,0,prepaid,low,medium,easy,rain,low,0
evening,clear,53,1,prepaid,high,high,easy,normal,medium,0
morning,clear,11,0,COD,high,high,difficult,extreme,high,1
afternoon,unclear,22,1,prepaid,high,medium,difficult,rain,high,0
afternoon,clear,49,1,prepaid,medium,low,easy,rain,medium,0
morning,unclear,11,1,COD,low,low,easy,extreme,medium,0
morning,unclear,93,1,prepaid,high,medium,easy,normal,high,0
afternoon,clear,74,1,COD,high,medium,difficult,normal,high,1
evening,clear,72,1,prepaid,medium,low,easy,extreme,medium,1
morning,clear,82,0,COD,medium,high,difficult,extreme,high,1
afternoon,clear,26,1,COD,medium,low,easy,normal,low,0
evening,clear,18,0,prepaid,high,high,easy,rain,medium,0
morning,unclear,84,1,COD,high,high,difficult,normal,high,1
morning,clear,24,1,prepaid,high,low,difficult,extreme,high,0
afternoon,clear,33,0,prepaid,low,medium,easy,normal,low,0
evening,clear,47,0,prepaid,low,medium,difficult,extreme,high,1
morning,clear,44,1,prepaid,medium,medium,easy,extreme,high,0
morning,clear,58,1,COD,high,medium,difficult,normal,medium,0
afternoon,unclear,78,0,prepaid,low,low,easy,extreme,medium,1
evening,clear,71,1,prepaid,high,high,difficult,rain,high,0
morning,unclear,69,0,COD,high,high,easy,normal,medium,0
afternoon,clear,59,0,prepaid,medium,medium,difficult,rain,medium,1
evening,unclear,87,1,COD,high,low,difficult,normal,low,1
evening,clear,84,1,prepaid,high,high,easy,rain,high,0
morning,clear,18,0,COD,high,low,easy,rain,high,0
morning,clear,43,1,prepaid,high,high,easy,normal,medium,0
morning,clear,85,0,prepaid,high,medium,easy,extreme,high,1
morning,clear,44,0,prepaid,medium,medium,easy,extreme,high,1
evening,clear,10,1,prepaid,medium,low,difficult,rain,low,1
morning,clear,49,1,COD,low,low,difficult,rain,high,0
evening,clear,73,1,prepaid,high,low,difficult,rain,high,1
afternoon,clear,31,0,prepaid,high,high,difficult,extreme,high,1
evening,unclear,69,0,COD,low,low,easy,normal,high,1
morning,unclear,73,1,COD,low,high,easy,extreme,low,1
afternoon,clear,81,0,COD,high,medium,difficult,extreme,low,1
evening,clear,20,0,prepaid,low,low,difficult,extreme,high,1
evening,unclear,23,1,prepaid,high,low,easy,extreme,low,1
morning,clear,69,0,COD,low,medium,easy,normal,high,0
evening,unclear,39,1,COD,high,low,difficult,normal,high,1
afternoon,clear,44,1,prepaid,low,medium,difficult,extreme,low,0
morning,unclear,94,0,prepaid,high,low,easy,rain,low,1
afternoon,unclear,46,0,COD,low,medium,easy,extreme,low,1
afternoon,clear,14,1,COD,medium,medium,difficult,normal,low,1
morning,unclear,92,0,prepaid,low,high,easy,extreme,high,1
evening,unclear,87,0,prepaid,high,low,difficult,extreme,medium,1
morning,clear,35,1,prepaid,low,medium,difficult,rain,high,1
morning,clear,71,0,COD,medium,low,difficult,normal,high,1
afternoon,clear,13,1,prepaid,low,medium,difficult,rain,high,1
afternoon,clear,98,1,COD,medium,medium,difficult,normal,high,1
evening,clear,51,0,COD,high,high,easy,extreme,medium,1
afternoon,clear,98,1,COD,medium,medium,easy,rain,low,0
evening,clear,27,1,prepaid,low,low,easy,extreme,medium,0
evening,clear,49,0,COD,medium,high,difficult,normal,medium,1
morning,unclear,81,0,prepaid,high,high,easy,rain,medium,1
afternoon,clear,48,0,prepaid,low,medium,easy,rain,high,0
morning,unclear,23,0,prepaid,medium,medium,difficult,normal,low,1
evening,clear,41,1,prepaid,low,high,difficult,rain,low,1
evening,clear,60,1,COD,medium,high,easy,extreme,medium,1
afternoon,unclear,47,1,prepaid,medium,high,difficult,normal,medium,0
afternoon,clear,32,0,prepaid,high,medium,easy,rain,high,1
morning,unclear,72,0,COD,medium,medium,difficult,normal,low,1
afternoon,unclear,24,0,prepaid,medium,low,difficult,extreme,high,1
afternoon,unclear,34,0,COD,low,high,easy,normal,medium,1
evening,clear,26,0,prepaid,medium,low,easy,rain,medium,1
afternoon,clear,75,1,COD,high,high,easy,normal,medium,0
afternoon,clear,87,1,COD,medium,low,easy,extreme,high,0
morning,clear,62,0,COD,low,high,difficult,normal,medium,0
morning,unclear,60,0,COD,low,high,difficult,rain,high,1
evening,clear,48,0,prepaid,medium,medium,easy,extreme,medium,1
afternoon,clear,60,1,prepaid,medium,medium,difficult,normal,medium,0
morning,clear,79,0,COD,high,low,difficult,normal,medium,1
evening,clear,15,1,COD,medium,medium,difficult,rain,medium,1
evening,clear,76,0,prepaid,medium,low,difficult,extreme,high,1
afternoon,clear,16,1,COD,high,medium,easy,normal,low,0
evening,clear,60,0,COD,low,low,difficult,normal,low,0
evening,unclear,81,1,prepaid,low,low,easy,normal,low,1
evening,unclear,51,1,prepaid,medium,low,easy,rain,low,0
evening,clear,73,0,prepaid,high,high,difficult,normal,high,1
evening,clear,24,1,prepaid,high,low,easy,normal,medium,0
afternoon,unclear,38,1,prepaid,low,high,easy,normal,high,1
evening,clear,42,1,prepaid,medium,high,difficult,extreme,medium,1
morning,clear,36,0,COD,medium,high,easy,rain,low,1
morning,clear,45,0,COD,low,low,difficult,extreme,high,1
afternoon,clear,38,1,COD,medium,low,difficult,rain,low,0
morning,unclear,47,0,prepaid,low,medium,easy,extreme,high,0
evening,clear,66,1,prepaid,high,low,easy,rain,low,0
morning,unclear,36,0,prepaid,low,low,difficult,rain,low,0
morning,unclear,64,0,prepaid,low,high,easy,extreme,medium,0
morning,unclear,42,0,prepaid,low,high,difficult,extreme,high,1
morning,clear,77,1,COD,medium,low,difficult,normal,high,0
evening,clear,95,0,prepaid,medium,high,easy,normal,high,0
morning,clear,75,0,prepaid,low,low,easy,normal,low,0
afternoon,clear,19,0,COD,medium,low,difficult,normal,medium,1
morning,clear,14,0,prepaid,high,low,easy,normal,low,1
afternoon,clear,83,1,COD,low,high,easy,normal,medium,0
afternoon,unclear,47,0,prepaid,high,low,easy,rain,low,0
morning,clear,22,1,prepaid,low,low,difficult,normal,medium,0
morning,clear,40,0,COD,medium,low,difficult,extreme,low,1
morning,unclear,56,1,prepaid,low,medium,difficult,extreme,medium,0
evening,clear,97,0,COD,high,high,difficult,normal,medium,1
afternoon,clear,61,0,prepaid,high,medium,easy,normal,medium,0
morning,unclear,65,1,prepaid,medium,medium,difficult,extreme,medium,1
evening,unclear,24,0,COD,medium,medium,difficult,extreme,high,1
evening,clear,38,1,COD,high,low,difficult,extreme,high,1
evening,clear,17,0,COD,medium,high,easy,normal,medium,0
morning,clear,14,0,prepaid,medium,high,difficult,rain,low,0
evening,unclear,38,0,COD,low,high,easy,normal,high,1
afternoon,clear,56,1,prepaid,low,low,easy,extreme,high,1
evening,clear,77,0,COD,medium,high,easy,normal,low,1
afternoon,clear,85,0,prepaid,high,high,difficult,rain,medium,0
afternoon,clear,54,1,COD,low,high,easy,extreme,low,0
morning,unclear,11,1,prepaid,high,low,difficult,extreme,high,1
morning,unclear,36,0,prepaid,low,low,difficult,normal,high,1
evening,clear,45,0,prepaid,low,low,easy,extreme,medium,1
evening,unclear,45,1,COD,low,medium,difficult,normal,medium,1
morning,unclear,35,1,COD,low,medium,easy,extreme,low,1
evening,clear,52,1,COD,high,high,easy,normal,medium,1
evening,clear,36,1,COD,low,medium,easy,rain,low,0
afternoon,unclear,78,0,prepaid,medium,low,difficult,normal,high,1
afternoon,unclear,29,0,COD,low,low,difficult,rain,high,1
morning,unclear,20,0,COD,high,medium,easy,extreme,low,1
morning,clear,83,0,COD,high,low,difficult,rain,low,1
afternoon,unclear,47,0,prepaid,low,high,easy,normal,high,0
afternoon,clear,15,0,COD,medium,low,easy,rain,low,0
morning,unclear,81,0,COD,medium,low,difficult,rain,low,1
evening,unclear,32,1,prepaid,medium,medium,easy,normal,high,0
afternoon,unclear,56,1,prepaid,high,low,easy,rain,medium,0
evening,unclear,99,1,COD,high,medium,difficult,rain,high,1
evening,clear,55,0,COD,low,high,difficult,rain,low,1
morning,clear,21,1,prepaid,high,high,difficult,rain,medium,0
afternoon,clear,99,0,COD,high,high,difficult,rain,low,1
morning,unclear,22,1,prepaid,low,low,difficult,normal,medium,0
evening,clear,71,1,COD,high,high,difficult,extreme,low,0
afternoon,clear,91,1,prepaid,medium,high,easy,normal,low,0
evening,unclear,98,1,prepaid,high,high,easy,normal,low,1
morning,unclear,69,1,prepaid,high,high,difficult,normal,low,1
afternoon,unclear,52,1,COD,low,medium,difficult,rain,medium,0
morning,unclear,85,1,prepaid,low,low,easy,normal,high,0
evening,clear,77,1,prepaid,low,high,difficult,normal,medium,0
morning,unclear,14,1,COD,medium,high,difficult,extreme,high,1
morning,clear,46,1,COD,high,medium,easy,rain,low,0
evening,clear,81,1,prepaid,low,medium,difficult,extreme,low,0
evening,unclear,40,1,prepaid,medium,medium,difficult,extreme,medium,1
morning,unclear,18,1,prepaid,low,low,easy,extreme,medium,1
evening,unclear,60,1,COD,low,high,easy,extreme,low,1
afternoon,clear,38,1,COD,high,medium,easy,extreme,medium,0
morning,clear,87,1,prepaid,low,high,difficult,normal,medium,0
afternoon,unclear,49,1,COD,medium,high,difficult,rain,high,1
afternoon,clear,50,0,prepaid,low,high,easy,normal,medium,0
evening,unclear,95,1,COD,high,medium,easy,extreme,medium,1
evening,unclear,20,0,prepaid,low,low,difficult,extreme,low,1
afternoon,clear,32,1,COD,low,low,easy,extreme,low,0
afternoon,unclear,10,0,prepaid,low,high,easy,normal,medium,1
evening,clear,55,0,COD,high,medium,easy,extreme,high,1
afternoon,unclear,30,0,COD,high,high,difficult,normal,high,1
evening,unclear,99,1,COD,medium,high,easy,extreme,low,1
evening,clear,45,0,prepaid,high,high,easy,normal,medium,1
morning,clear,63,0,prepaid,medium,high,difficult,normal,medium,0
afternoon,clear,96,1,COD,low,low,difficult,rain,medium,0
afternoon,clear,66,0,prepaid,low,high,easy,normal,medium,0
afternoon,clear,10,0,prepaid,low,high,easy,extreme,low,1
morning,clear,72,1,COD,low,high,difficult,normal,low,1
evening,clear,63,1,prepaid,medium,high,easy,rain,high,0
afternoon,unclear,64,1,prepaid,high,medium,easy,rain,low,1
evening,unclear,49,1,COD,high,low,difficult,normal,low,0
afternoon,unclear,24,1,prepaid,high,low,difficult,rain,high,1
afternoon,unclear,30,0,prepaid,medium,low,easy,rain,low,0
evening,unclear,56,1,prepaid,high,low,difficult,rain,low,1
afternoon,unclear,82,0,prepaid,low,high,easy,extreme,medium,1
afternoon,clear,62,0,prepaid,high,high,difficult,normal,medium,1
afternoon,clear,18,0,prepaid,medium,low,easy,extreme,low,1
afternoon,clear,83,1,prepaid,medium,medium,easy,normal,low,0
afternoon,clear,61,1,prepaid,low,high,difficult,normal,high,0
afternoon,clear,66,0,prepaid,low,low,easy,rain,medium,1
afternoon,clear,35,0,prepaid,high,high,easy,rain,low,0
afternoon,unclear,50,1,prepaid,medium,medium,easy,extreme,medium,1
morning,unclear,44,1,prepaid,medium,low,easy,rain,high,1
morning,clear,72,0,COD,low,medium,difficult,normal,low,1
evening,unclear,34,0,COD,medium,high,easy,normal,medium,1
afternoon,unclear,99,1,COD,low,low,difficult,normal,low,1
morning,unclear,84,1,COD,high,low,easy,extreme,medium,1
afternoon,unclear,47,1,COD,low,medium,difficult,extreme,low,1
morning,clear,11,0,COD,medium,high,easy,normal,high,1
afternoon,clear,16,1,COD,medium,high,difficult,rain,high,0
morning,clear,91,0,COD,medium,medium,difficult,extreme,high,1
afternoon,clear,43,0,prepaid,medium,high,difficult,extreme,high,1
afternoon,clear,26,0,COD,low,medium,easy,rain,low,0
evening,unclear,52,1,prepaid,low,low,easy,rain,medium,1
afternoon,unclear,68,1,COD,medium,medium,difficult,normal,low,0
evening,unclear,60,0,prepaid,low,medium,easy,extreme,medium,1
afternoon,unclear,63,0,COD,high,high,easy,normal,low,1
morning,unclear,33,0,COD,high,high,difficult,normal,high,1
afternoon,unclear,34,1,COD,low,low,difficult,rain,low,1
morning,unclear,80,1,prepaid,high,high,easy,normal,high,0
evening,unclear,61,1,COD,low,medium,easy,normal,low,1
afternoon,clear,79,0,prepaid,medium,medium,easy,normal,medium,0
morning,clear,97,1,prepaid,high,high,difficult,normal,medium,1
morning,unclear,42,0,COD,low,high,easy,rain,high,1
afternoon,unclear,58,1,prepaid,medium,medium,difficult,normal,medium,1
afternoon,unclear,38,0,prepaid,high,low,easy,normal,medium,0
evening,clear,72,1,prepaid,low,high,difficult,rain,low,0
morning,unclear,31,0,prepaid,high,low,difficult,extreme,low,1
evening,unclear,35,1,prepaid,high,medium,difficult,rain,low,1
evening,unclear,37,0,prepaid,medium,low,difficult,rain,low,0
afternoon,clear,94,1,COD,high,medium,easy,rain,medium,0
afternoon,clear,58,1,COD,low,medium,easy,normal,medium,0
afternoon,unclear,80,0,COD,medium,high,difficult,rain,high,1
evening,clear,90,0,prepaid,low,low,easy,rain,high,0
afternoon,clear,93,0,prepaid,medium,high,difficult,rain,medium,0
morning,unclear,58,1,prepaid,low,low,difficult,extreme,medium,0
morning,clear,29,1,COD,medium,low,easy,rain,medium,1
evening,unclear,95,0,prepaid,medium,high,easy,extreme,medium,1
evening,unclear,72,1,prepaid,medium,medium,difficult,rain,medium,1
evening,clear,70,1,COD,low,low,difficult,normal,high,0
morning,unclear,58,0,prepaid,low,medium,easy,rain,high,1
morning,clear,80,0,prepaid,high,high,difficult,extreme,low,1
evening,unclear,10,1,COD,low,low,easy,extreme,low,1
evening,unclear,22,0,COD,high,low,easy,rain,high,1
morning,unclear,96,0,COD,low,high,easy,extreme,low,1
morning,clear,60,0,prepaid,low,low,difficult,rain,low,0
afternoon,unclear,65,1,COD,low,low,difficult,extreme,high,1
evening,clear,92,1,COD,high,high,easy,normal,high,0
morning,clear,71,1,prepaid,medium,medium,easy,extreme,medium,0
afternoon,unclear,41,1,COD,medium,medium,difficult,normal,low,1
morning,unclear,39,0,prepaid,low,low,difficult,normal,medium,0
afternoon,unclear,38,1,COD,low,medium,easy,rain,high,0
evening,clear,58,0,COD,medium,low,difficult,rain,high,0
morning,unclear,54,1,prepaid,low,low,difficult,rain,medium,0
morning,unclear,39,0,prepaid,high,low,difficult,extreme,high,1
morning,clear,25,0,COD,low,high,easy,rain,high,1
morning,clear,49,0,COD,high,medium,difficult,normal,low,1
morning,clear,28,0,prepaid,medium,low,easy,normal,medium,1
afternoon,unclear,27,0,COD,low,medium,difficult,rain,high,1
morning,clear,10,1,COD,low,low,easy,extreme,high,1
morning,clear,87,0,prepaid,medium,low,easy,rain,low,0
evening,unclear,56,0,COD,high,medium,difficult,rain,high,1
morning,clear,75,1,prepaid,high,medium,easy,extreme,low,1
evening,unclear,47,0,COD,medium,high,easy,extreme,high,1
morning,unclear,60,1,prepaid,high,medium,easy,normal,medium,1
evening,clear,72,1,prepaid,high,high,easy,extreme,medium,0
afternoon,clear,13,0,prepaid,medium,medium,easy,rain,low,1
evening,unclear,10,0,COD,medium,high,easy,rain,low,0
evening,clear,17,1,COD,medium,low,easy,normal,low,0
morning,unclear,38,1,prepaid,medium,high,easy,normal,low,0
morning,unclear,64,0,prepaid,low,medium,difficult,extreme,low,1
afternoon,clear,12,0,prepaid,low,low,difficult,rain,low,1
morning,clear,41,0,COD,high,high,easy,rain,high,0
evening,clear,19,0,COD,low,high,easy,normal,medium,1
morning,unclear,83,1,COD,medium,high,difficult,rain,high,1
morning,clear,92,1,COD,medium,low,difficult,normal,medium,0
afternoon,unclear,43,0,prepaid,medium,low,easy,normal,medium,0
evening,unclear,96,1,COD,low,high,easy,rain,high,0
morning,unclear,64,0,COD,low,low,difficult,extreme,medium,1
morning,unclear,41,0,prepaid,medium,low,difficult,rain,low,1
evening,unclear,59,1,COD,medium,medium,difficult,normal,low,1
morning,unclear,16,0,prepaid,low,low,difficult,normal,high,1
afternoon,unclear,17,0,COD,medium,low,difficult,rain,high,0
morning,clear,74,1,prepaid,high,medium,difficult,extreme,high,1
evening,unclear,66,0,prepaid,medium,low,easy,normal,low,1
evening,unclear,76,0,COD,high,medium,difficult,extreme,medium,1
afternoon,unclear,97,1,prepaid,high,low,easy,normal,medium,0
afternoon,unclear,96,0,prepaid,medium,high,difficult,normal,medium,1
afternoon,unclear,68,0,prepaid,low,low,easy,rain,high,1
morning,unclear,81,0,prepaid,medium,medium,difficult,normal,low,1
morning,clear,63,0,COD,high,high,easy,extreme,high,1
evening,unclear,76,0,COD,low,low,difficult,rain,low,1
afternoon,clear,60,0,prepaid,low,high,difficult,normal,high,1
morning,unclear,17,1,prepaid,low,low,difficult,rain,low,1
evening,unclear,43,1,prepaid,high,medium,difficult,rain,high,1
afternoon,clear,44,1,COD,high,high,easy,extreme,low,0
evening,unclear,97,0,prepaid,high,high,easy,rain,high,1
morning,clear,87,1,COD,high,high,difficult,extreme,high,1
afternoon,unclear,41,0,prepaid,low,medium,easy,rain,low,1
evening,clear,55,0,prepaid,high,medium,difficult,normal,medium,1
morning,unclear,25,1,COD,medium,medium,easy,extreme,low,0
morning,unclear,77,0,prepaid,medium,medium,difficult,normal,low,1
evening,clear,46,1,COD,low,medium,easy,normal,low,0
evening,unclear,63,0,COD,low,medium,easy,extreme,low,1
morning,unclear,94,1,prepaid,low,medium,easy,extreme,medium,1
afternoon,clear,23,0,COD,high,medium,difficult,rain,high,1
afternoon,unclear,64,1,COD,high,high,easy,normal,low,0
afternoon,unclear,57,1,prepaid,medium,high,difficult,normal,low,1
afternoon,clear,91,1,prepaid,medium,medium,difficult,normal,low,1
evening,clear,16,1,prepaid,high,low,difficult,normal,medium,1
morning,unclear,83,1,prepaid,medium,high,easy,rain,medium,0
morning,clear,16,1,COD,low,high,easy,normal,high,0
evening,clear,42,0,prepaid,low,medium,easy,rain,high,1
afternoon,clear,32,1,prepaid,low,low,easy,rain,medium,0
morning,clear,94,1,COD,medium,high,easy,extreme,low,1
evening,unclear,28,1,prepaid,high,low,easy,extreme,high,1
morning,unclear,28,0,prepaid,low,low,easy,extreme,high,1
morning,unclear,45,0,COD,medium,medium,easy,rain,low,0
afternoon,clear,38,0,COD,high,low,easy,normal,medium,1
evening,clear,69,0,COD,medium,low,difficult,extreme,medium,1
morning,unclear,91,1,COD,medium,high,difficult,extreme,medium,1
evening,unclear,11,1,prepaid,medium,high,easy,normal,medium,0
afternoon,unclear,10,0,prepaid,low,high,difficult,rain,high,1
evening,unclear,56,0,prepaid,medium,low,difficult,extreme,low,1
afternoon,clear,78,1,COD,high,medium,difficult,extreme,medium,1
afternoon,unclear,29,1,prepaid,low,medium,difficult,extreme,low,1
morning,unclear,20,1,prepaid,low,low,easy,extreme,low,0
morning,unclear,11,0,COD,high,high,difficult,normal,high,1
afternoon,clear,76,0,COD,medium,low,easy,normal,high,1
evening,clear,96,1,COD,medium,medium,difficult,normal,high,0
morning,clear,21,0,COD,high,medium,difficult,normal,low,1
morning,clear,29,0,COD,medium,low,easy,rain,high,1
evening,unclear,14,0,COD,low,low,difficult,normal,low,1
evening,clear,46,0,prepaid,low,low,difficult,rain,medium,1
morning,unclear,47,1,prepaid,low,high,difficult,extreme,high,1
afternoon,unclear,18,0,COD,medium,low,difficult,rain,medium,0
evening,clear,62,1,COD,medium,low,difficult,rain,high,0
afternoon,clear,53,0,prepaid,low,medium,difficult,rain,high,1
afternoon,unclear,95,0,COD,low,low,easy,normal,medium,1
morning,clear,33,1,prepaid,high,low,easy,normal,medium,0
afternoon,unclear,90,0,COD,medium,low,difficult,normal,medium,1
evening,unclear,83,1,prepaid,high,high,difficult,rain,high,1
evening,clear,39,0,prepaid,high,high,difficult,normal,low,1
evening,clear,68,0,COD,medium,high,easy,rain,medium,1
evening,unclear,96,0,prepaid,medium,high,difficult,normal,medium,0
evening,unclear,90,1,prepaid,high,low,easy,normal,medium,0
morning,unclear,90,1,prepaid,medium,high,difficult,extreme,high,0
morning,clear,23,1,COD,medium,medium,easy,normal,medium,1
morning,unclear,18,0,COD,high,high,difficult,rain,low,1
afternoon,clear,49,0,prepaid,high,low,easy,rain,high,1
morning,unclear,75,1,prepaid,high,low,difficult,rain,high,0
afternoon,clear,34,0,COD,low,low,easy,rain,low,1
morning,clear,82,1,prepaid,high,low,difficult,extreme,high,1
afternoon,clear,31,0,COD,low,high,easy,extreme,low,1
afternoon,clear,13,1,COD,low,high,difficult,rain,high,0
afternoon,clear,35,0,prepaid,medium,medium,difficult,rain,medium,0
afternoon,clear,67,0,COD,high,medium,easy,rain,high,1
evening,unclear,38,0,prepaid,high,medium,easy,normal,medium,0
evening,unclear,96,1,COD,high,low,easy,rain,medium,1
evening,clear,46,0,prepaid,medium,low,easy,normal,high,1
morning,unclear,84,1,COD,high,medium,easy,extreme,medium,1
afternoon,clear,79,1,prepaid,high,high,easy,extreme,medium,0
evening,unclear,27,1,COD,medium,low,easy,normal,medium,1
evening,clear,94,0,COD,low,medium,easy,normal,medium,0
morning,unclear,51,0,prepaid,low,low,easy,rain,high,0
afternoon,clear,50,1,COD,high,medium,difficult,extreme,high,1
morning,clear,47,1,COD,low,medium,easy,rain,high,1
evening,unclear,43,0,COD,medium,medium,difficult,normal,medium,1
evening,clear,26,1,COD,low,high,easy,extreme,low,1
evening,clear,46,0,COD,low,low,difficult,rain,low,0
morning,unclear,34,0,COD,medium,high,difficult,extreme,medium,1
morning,unclear,85,1,COD,low,medium,easy,normal,medium,1
afternoon,unclear,96,0,prepaid,medium,low,difficult,rain,high,1
evening,clear,95,0,prepaid,low,low,easy,extreme,medium,1
evening,unclear,94,0,prepaid,high,low,difficult,normal,high,1
afternoon,clear,36,1,prepaid,low,high,easy,rain,low,0
afternoon,unclear,66,1,COD,medium,low,easy,extreme,medium,0
morning,clear,40,1,prepaid,medium,medium,easy,normal,medium,0
afternoon,clear,15,0,prepaid,high,medium,difficult,extreme,medium,1
morning,unclear,49,1,prepaid,medium,low,difficult,rain,low,0
morning,clear,21,1,prepaid,medium,low,difficult,extreme,low,1
morning,unclear,62,0,COD,low,low,difficult,normal,low,1
morning,unclear,80,1,prepaid,low,medium,easy,extreme,low,1
morning,unclear,19,1,COD,low,high,easy,rain,low,0
morning,unclear,54,0,prepaid,low,medium,easy,rain,high,0
evening,clear,26,1,prepaid,medium,low,easy,normal,medium,0
morning,unclear,35,1,prepaid,high,low,difficult,extreme,medium,1
afternoon,unclear,94,0,COD,high,high,easy,rain,medium,1
morning,unclear,71,0,COD,low,medium,easy,normal,low,1
morning,unclear,55,1,COD,medium,high,difficult,rain,medium,0
afternoon,clear,73,1,prepaid,low,high,difficult,extreme,high,0
afternoon,clear,11,1,COD,high,medium,easy,normal,medium,1
evening,unclear,63,1,COD,medium,low,difficult,rain,low,1
afternoon,clear,74,1,prepaid,medium,low,difficult,extreme,medium,1
morning,unclear,60,1,COD,low,high,difficult,extreme,high,1
evening,unclear,62,1,COD,medium,medium,easy,normal,medium,0
morning,unclear,45,1,prepaid,medium,low,difficult,normal,high,1
afternoon,unclear,35,1,COD,medium,medium,difficult,extreme,low,1
afternoon,clear,38,1,COD,low,high,easy,normal,high,1
afternoon,unclear,30,1,prepaid,medium,low,easy,extreme,high,1
morning,clear,20,1,prepaid,low,high,easy,rain,high,0
morning,unclear,49,1,prepaid,medium,high,easy,extreme,medium,0
evening,clear,20,1,COD,low,low,difficult,rain,high,0
morning,clear,45,1,prepaid,low,medium,difficult,extreme,high,0
afternoon,clear,68,1,COD,high,medium,difficult,normal,medium,1
afternoon,clear,48,1,prepaid,medium,low,difficult,normal,low,0
evening,unclear,63,0,COD,high,medium,difficult,extreme,medium,1
afternoon,unclear,64,1,COD,medium,medium,difficult,rain,medium,1
